Nombre,ISIN,Último Precio,Rendimiento 12 Meses,Categoría Morningstar,Medalist Rating,Rating Morningstar para Fondos,Rating ESG Morningstar Para Fondos,Patrimonio (moneda base),Fecha Patrimonio Fondo,Costes PRIIPs KID,Fecha de creación
iShares iBonds Dec 2028Trm€CorpETFEURAcc,IE0008UEVOE0,"5,64 €","0,00 %",Fixed Term Bond,—,—,,"2057,57 M€",13 oct 2025,"0,12 %",7 sept 2023
iShares iBonds Dec 2028Trm€CorpETFEURInc,IE000264WWY0,"5,23 €","3,22 %",Fixed Term Bond,—,—,,"2057,57 M€",13 oct 2025,"0,12 %",10 ago 2023
iShares iBonds Dec 2029Term$CorpETF$Dist,IE000Y247W99,"5,23 US$","4,60 %",Fixed Term Bond,—,—,,"405,05 MUS$",10 oct 2025,"0,12 %",9 may 2024
iShares iBonds Dec 2029Term€CorpETF€Dist,IE000IHURBR0,"5,20 €","2,99 %",Fixed Term Bond,—,—,,"419,32 M€",13 oct 2025,"0,12 %",9 may 2024
iShares iBonds Dec 2030Term$CorpETF$Dist,IE000BZXJJ24,"5,27 US$","4,53 %",Fixed Term Bond,—,—,,"454,63 MUS$",10 oct 2025,"0,12 %",9 may 2024
iShares iBonds Dec 2030Term€CorpETF€Dist,IE000LX17BP9,"5,20 €","3,13 %",Fixed Term Bond,—,—,,"612,89 M€",13 oct 2025,"0,12 %",9 may 2024
iShares iBonds Dec 2031 Trm $CorpETF$Acc,IE00019EG7X4,"108,10 US$",—,Fixed Term Bond,—,—,,"108,75 MUS$",10 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 2031 Trm $CorpETF$Dis,IE0009EQZP90,"5,19 US$",—,Fixed Term Bond,—,—,,"108,75 MUS$",10 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 2031 Trm €CorpETF€Acc,IE000D9WMGF0,"5,25 €",—,Fixed Term Bond,—,—,,"155,53 M€",13 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 2032 Trm $CorpETF$Acc,IE0007YBWBE5,"107,85 US$",—,Fixed Term Bond,—,—,,"73,12 MUS$",10 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 2032 Trm $CorpETF$Dis,IE00049LEBV0,"5,18 US$",—,Fixed Term Bond,—,—,,"73,12 MUS$",10 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 2032 Trm €CorpETF€Acc,IE000I660ZF8,"5,23 €",—,Fixed Term Bond,—,—,,"108,24 M€",13 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 2033 Trm $CorpETF$Acc,IE000K44CW70,"108,10 US$",—,Fixed Term Bond,—,—,,"44,79 MUS$",10 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 2033 Trm $CorpETF$Dis,IE000LETV955,"5,19 US$",—,Fixed Term Bond,—,—,,"44,79 MUS$",10 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 2033 Trm €CorpETF€Acc,IE000ZBGZQM8,"5,22 €",—,Fixed Term Bond,—,—,,"60,42 M€",13 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 2034 Trm $CorpETF$Acc,IE000RC18FG8,"107,96 US$",—,Fixed Term Bond,—,—,,"93,01 MUS$",10 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 2034 Trm $CorpETF$Dis,IE000VVBM1F6,"5,18 US$",—,Fixed Term Bond,—,—,,"93,01 MUS$",10 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 2034 Trm €CorpETF€Acc,IE000UY6XF65,"5,21 €",—,Fixed Term Bond,—,—,,"85,43 M€",13 oct 2025,"0,12 %",5 nov 2024
iShares iBonds Dec 27 Trm $ Trs ETF $Dis,IE0006UGU3X3,"5,17 US$","3,96 %",Fixed Term Bond,—,—,,"56,10 MUS$",10 oct 2025,"0,10 %",23 abr 2024
iShares iBonds Dec 29 Trm $ Trs ETF $Dis,IE00076HZIP3,"5,25 US$","3,93 %",Fixed Term Bond,—,—,,"19,83 MUS$",10 oct 2025,"0,10 %",23 abr 2024
iShares iBonds Dec26Trm€ItlyGvtBdETF€Dis,IE000LZ7BZW8,"5,08 €","2,76 %",Fixed Term Bond,—,—,,"7,70 M€",13 oct 2025,"0,12 %",23 abr 2024
iShares iBonds Dec28Trm€ItlyGvtBdETF€Dis,IE000Q2EQ5K8,"5,18 €","2,78 %",Fixed Term Bond,—,—,,"9,64 M€",13 oct 2025,"0,12 %",23 abr 2024
iShares Inclusion and Diversity ETF,IE00BD0B9B76,"9,56 US$","0,00 %",Global Large-Cap Value Equity,,,,"48,01 MUS$",13 oct 2025,"0,25 %",7 sept 2018
iShares India INR Govt Bond ETF $ Dist,IE0004L9EID2,"4,91 US$","6,26 %",Other Bond,—,—,,"39,83 MUS$",13 oct 2025,"0,35 %",8 feb 2024
iShares Italy Govt Bond ETF EUR Dist,IE00B7LW6Y90,"143,37 €","2,79 %",EUR Government Bond,,,,"1157,60 M€",13 oct 2025,"0,20 %",8 may 2012
iShares Italy Govt Bond ETF USD H Acc,IE00BFMM9235,"6,26 US$","0,00 %",Other Bond,—,—,,"1338,30 MUS$",13 oct 2025,"0,22 %",19 abr 2018
iShares Japan Govt Bond ETF EUR Hdg Acc,IE000TY854T9,"4,94 €","0,00 %",Other Bond,—,—,,"131,29 M€",10 oct 2025,"0,09 %",28 jun 2024
iShares Japan Govt Bond ETF JPY Acc,IE0000PJLVN3,"931,28 JPY","0,00 %",JPY Bond,,—,,"23,18 mil MJPY",10 oct 2025,"0,07 %",6 dic 2023
iShares JP Morgan $ EM Bd ETF CHF H Acc,IE00BGQ0J979,"4,77 CHF","0,00 %",Global Emerging Markets Bond - CHF Hedged,,,,"6211,90 MCHF",10 oct 2025,"0,50 %",14 may 2019
iShares JP Morgan $ EM Bd ETF EUR H Acc,IE00BJ5JPH63,"5,14 €","0,00 %",Global Emerging Markets Bond - EUR Hedged,,,,"6667,51 M€",10 oct 2025,"0,50 %",26 abr 2019
iShares JP Morgan $ EM Bd ETF GBP H Dist,IE00BDFGJ734,"3,86 GBP","5,67 %",Global Emerging Markets Bond - GBP Hedged,,,,"5803,30 MGBP",10 oct 2025,"0,50 %",20 mar 2018
iShares JP Morgan $ EM Bond CHFH ETF Dis,IE00B9M04V95,"3,02 CHF","5,57 %",Global Emerging Markets Bond - CHF Hedged,,,,"232,43 MCHF",10 oct 2025,"0,50 %",14 abr 2015
iShares JP Morgan $ EM Bond ETF USD Dist,IE00B2NPKV68,"92,52 US$","5,79 %",Global Emerging Markets Bond,,,,"7720,96 MUS$",10 oct 2025,"0,45 %",15 feb 2008
iShares JP Morgan $ EM Bond EURH ETF Dis,IE00B9M6RS56,"68,97 €","5,48 %",Global Emerging Markets Bond - EUR Hedged,,,,"2075,49 M€",10 oct 2025,"0,50 %",8 jul 2013
iShares JP Morgan Advcd $ EM Bd ETF $Acc,IE00BF553838,"6,14 US$","0,00 %",Global Emerging Markets Bond,,,—,"3264,96 MUS$",10 oct 2025,"0,45 %",24 sept 2018
iShares JP Morgan Advcd $ EMBdETFCHFHAcc,IE00BKP5L623,"4,49 CHF","0,00 %",Global Emerging Markets Bond - CHF Hedged,,,—,"2626,82 MCHF",10 oct 2025,"0,50 %",20 nov 2019
iShares JP Morgan Advcd $ EMBdETFEURHAcc,IE00BKP5L730,"4,85 €","0,00 %",Global Emerging Markets Bond - EUR Hedged,,,—,"2819,49 M€",10 oct 2025,"0,50 %",20 nov 2019
iShares JP Morgan Advcd $ EMBdETFUSDDist,IE00BDDRDW15,"4,48 US$","5,32 %",Global Emerging Markets Bond,,,—,"3264,96 MUS$",10 oct 2025,"0,45 %",24 sept 2018
iShares JPM ESG $ EM Inv Gr Bd ETF$Acc,IE00BKPT2T41,"4,87 US$","0,00 %",Global Emerging Markets Bond,,,,"401,00 MUS$",10 oct 2025,"0,30 %",25 mar 2021
iShares JPMorgan $ EM Corp Bd ETF $ Acc,IE00BFM6TD65,"6,62 US$","0,00 %",Global Emerging Markets Corporate Bond,,,,"2685,41 MUS$",10 oct 2025,"0,50 %",4 jun 2018
iShares JPMorgan $ EM Corp Bd ETF $ Dist,IE00B6TLBW47,"92,06 US$","5,39 %",Global Emerging Markets Corporate Bond,,,,"2685,41 MUS$",10 oct 2025,"0,50 %",17 abr 2012
iShares JPMorgan $ EM Corp BdETFGBPHDist,IE000D352U62,"5,43 GBP","5,27 %",Global Emerging Markets Corporate Bond - GBP Hedged,,—,,"2018,43 MGBP",10 oct 2025,"0,53 %",22 sept 2023
iShares JPMorgan $ EM Corp Bond ETF€HAcc,IE00BKT1CS59,"5,05 €","0,00 %",Global Emerging Markets Corporate Bond - EUR Hedged,,,,"2319,01 M€",10 oct 2025,"0,53 %",9 mar 2020
iShares JPMorgan EM Lcl Govt Bd ETF$Acc,IE00BFZPF546,"5,43 US$","0,00 %",Global Emerging Markets Bond - Local Currency,,,,"4662,26 MUS$",13 oct 2025,"0,50 %",31 may 2018
iShares JPMorgan EM Lcl Govt Bd ETF$Dist,IE00B5M4WH52,"46,01 US$","5,33 %",Global Emerging Markets Bond - Local Currency,,,,"4662,26 MUS$",13 oct 2025,"0,50 %",20 jun 2011
iShares Listed Private Eq ETF USD Dist,IE00B1TXHL60,"36,30 US$","2,81 %",Sector Equity Listed Private Equity,,,,"1462,69 MUS$",13 oct 2025,"0,75 %",16 mar 2007
iShares Lithium & Bttry Prdcrs ETF $ Acc,IE000WDG5795,"5,79 US$","0,00 %",Sector Equity Technology,,—,,"17,40 MUS$",13 oct 2025,"0,55 %",31 oct 2023
iShares MDAX® ETF (DE),DE0005933923,"245,90 €",—,Germany Small/Mid-Cap Equity,,,,"2000,52 M€",13 oct 2025,"0,51 %",19 abr 2001
iShares Metaverse ETF USD Acc,IE000RN58M26,"11,85 US$","0,00 %",Sector Equity Technology,,—,,"130,62 MUS$",13 oct 2025,"0,50 %",7 dic 2022
iShares Moderate Portfolio ETF EUR Acc,IE00BLLZQS08,"6,30 €","0,00 %",EUR Moderate Allocation - Global,,,,"50,38 M€",13 oct 2025,"0,28 %",8 sept 2020
iShares Moderate Portfolio ETF GBP H Acc,IE00BLLZQ797,"6,63 GBP","0,00 %",GBP Allocation 40-60% Equity,,,,"43,70 MGBP",13 oct 2025,"0,28 %",14 sept 2020
iShares Moderate Portfolio ETF USD H Acc,IE00BLB2GT26,"6,05 US$","0,00 %",USD Moderate Allocation,,,,"58,25 MUS$",13 oct 2025,"0,29 %",29 mar 2022
iShares MSCI AC Far East exJpn ETF $ Dis,IE00B0M63730,"69,29 US$","1,52 %",Asia ex-Japan Equity,,,,"1157,98 MUS$",13 oct 2025,"0,74 %",28 oct 2005
iShares MSCI AC FarEast exJpn SC ETF$Dis,IE00B2QWDR12,—,"2,21 %",Asia ex-Japan Small/Mid-Cap Equity,,,,"59,19 MUS$",13 oct 2025,"0,74 %",9 may 2008
iShares MSCI ACWI ETF USD Acc,IE00B6R52259,"104,54 US$","0,00 %",Global Large-Cap Blend Equity,,,,"24,17 mil MUS$",13 oct 2025,"0,20 %",21 oct 2011
iShares MSCI ACWI SRI ETF USD Dist,IE00013A2XD6,"7,21 US$","1,33 %",Global Large-Cap Blend Equity,,—,,"118,41 MUS$",13 oct 2025,"0,20 %",6 dic 2022
iShares MSCI Australia ETF USD Acc,IE00B5377D42,"56,07 US$","0,00 %",Australia & New Zealand Equity,,,,"428,88 MUS$",13 oct 2025,"0,50 %",22 ene 2010
iShares MSCI Brazil ETF (DE),DE000A0Q4R85,"39,39 US$",—,Brazil Equity,,,,"2839,51 MUS$",13 oct 2025,"0,27 %",24 oct 2018
iShares MSCI Brazil ETF USD Dist,IE00B0M63516,"23,30 US$","4,37 %",Brazil Equity,,,,"333,96 MUS$",13 oct 2025,"0,74 %",18 nov 2005
iShares MSCI Canada ETF USD Acc,IE00B52SF786,"258,41 US$","0,00 %",Canada Equity,,,,"1539,61 MUS$",10 oct 2025,"0,48 %",12 ene 2010
iShares MSCI China A ETF EUR H Acc,IE00099GAJC6,"5,15 €","0,00 %",Other Equity,—,—,,"2231,33 M€",13 oct 2025,"0,45 %",23 feb 2022
iShares MSCI China A ETF USD Acc,IE00BQT3WG13,"5,54 US$","0,00 %",China Equity - A Shares,,,,"2579,63 MUS$",13 oct 2025,"0,40 %",8 abr 2015
iShares MSCI China ETF USD Acc,IE00BJ5JPG56,"6,34 US$","0,00 %",China Equity,,,,"4407,23 MUS$",13 oct 2025,"0,28 %",20 jun 2019
iShares MSCI China Tech ETF $ Acc,IE000NFR7C63,"5,54 US$","0,00 %",Sector Equity Technology,,,,"2001,26 MUS$",13 oct 2025,"0,45 %",8 dic 2021
iShares MSCI EM Asia ETF USD Acc,IE00B5L8K969,"227,85 US$","0,00 %",Asia ex-Japan Equity,,,,"4786,60 MUS$",13 oct 2025,"0,20 %",6 ago 2010
iShares MSCI EM Consumer Gr ETF USD Acc,IE00BKM4H197,"38,32 US$","0,00 %",Sector Equity Consumer Goods & Services,,,,"54,48 MUS$",13 oct 2025,"0,60 %",6 jun 2014
iShares MSCI EM ESG Enh CTB ETF USD Acc,IE00BHZPJ239,"7,37 US$","0,00 %",Global Emerging Markets Equity,,,,"7800,69 MUS$",13 oct 2025,"0,18 %",22 oct 2019
iShares MSCI EM ETF USD Acc,IE00B4L5YC18,"49,90 US$","0,00 %",Global Emerging Markets Equity,,,,"5631,69 MUS$",13 oct 2025,"0,18 %",25 sept 2009
iShares MSCI EM ETF USD Dist,IE00B0M63177,"52,43 US$","1,91 %",Global Emerging Markets Equity,,,,"6407,51 MUS$",13 oct 2025,"0,18 %",18 nov 2005
iShares MSCI EM ex China ETF USD Acc,IE00BMG6Z448,"6,42 US$","0,00 %",Global Emerging Markets ex-China Equity,,,,"3501,16 MUS$",13 oct 2025,"0,18 %",27 abr 2021
iShares MSCI EM IMI Scrn ETF USD Acc,IE00BFNM3P36,"8,21 US$","0,00 %",Global Emerging Markets Equity,,,,"6612,02 MUS$",13 oct 2025,"0,18 %",19 oct 2018
iShares MSCI EM Islamic ETF USD Dist,IE00B27YCP72,"22,37 US$","1,13 %",Islamic Equity - Other,—,—,,"337,92 MUS$",13 oct 2025,"0,35 %",7 dic 2007
iShares MSCI EM Latin Amer ETF USD Dist,IE00B27YCK28,"16,89 US$","4,03 %",Latin America Equity,,,,"928,67 MUS$",13 oct 2025,"0,20 %",15 oct 2007
iShares MSCI EM Small Cap ETF USD Dist,IE00B3F81G20,"98,79 US$","1,74 %",Global Emerging Markets Small/Mid-Cap Equity,,,,"340,29 MUS$",13 oct 2025,"0,74 %",6 mar 2009
iShares MSCI EM SRI ETF USD Acc,IE00BYVJRP78,"9,12 US$","0,00 %",Global Emerging Markets Equity,,,,"3603,33 MUS$",13 oct 2025,"0,25 %",11 jul 2016
iShares MSCI EMU CHF Hedged ETF Acc,IE00BWK1SP74,"8,97 CHF","0,00 %",Other Equity,—,—,,"129,74 MCHF",13 oct 2025,"0,38 %",29 may 2015
iShares MSCI EMU Clmt Trnstn Awr ETF€Acc,IE0006PTRUI8,"5,79 €","0,00 %",Eurozone Large-Cap Equity,,—,,"2,31 M€",13 oct 2025,"0,12 %",11 jun 2024
iShares MSCI EMU ESG Enh CTB ETF EUR Acc,IE00BHZPJ015,"9,01 €","0,00 %",Eurozone Large-Cap Equity,,,,"3446,24 M€",13 oct 2025,"0,12 %",16 abr 2019
iShares MSCI EMU ESG Enh CTB ETF EURDist,IE00BHZPHZ28,"6,93 GBP","2,70 %",Eurozone Large-Cap Equity,,,,"3446,24 M€",13 oct 2025,"0,12 %",8 mar 2019
iShares MSCI EMU Large Cap ETF EUR Acc,IE00BCLWRF22,"66,71 €","0,00 %",Eurozone Large-Cap Equity,,,,"140,45 M€",13 oct 2025,"0,49 %",13 sept 2013
iShares MSCI EMU Mid Cap ETF EUR Acc,IE00BCLWRD08,"67,55 €","0,00 %",Eurozone Mid-Cap Equity,,,,"365,08 M€",13 oct 2025,"0,49 %",13 sept 2013
iShares MSCI EMU Paris-Algnd ClmtETF€Acc,IE00BL6K8D99,"6,52 €","0,00 %",Eurozone Large-Cap Equity,,,,"1798,73 M€",13 oct 2025,"0,15 %",27 jul 2021
iShares MSCI EMU Paris-Algnd ClmtETF€Dis,IE000FOSCLU1,"5,87 €","2,61 %",Eurozone Large-Cap Equity,,,,"1798,73 M€",13 oct 2025,"0,15 %",27 jul 2021
iShares MSCI EMU Scrn ETF EUR Acc,IE00BFNM3B99,"9,66 €","0,00 %",Eurozone Large-Cap Equity,,,,"1998,89 M€",13 oct 2025,"0,12 %",19 oct 2018
iShares MSCI EMU Small Cap ETF EUR Acc,IE00B3VWMM18,"323,95 €","0,00 %",Eurozone Small-Cap Equity,,,,"954,19 M€",13 oct 2025,"0,58 %",1 jul 2009
iShares MSCI EMU SRI ETF EUR Acc,IE00BJLKK341,"8,16 €","0,00 %",Eurozone Large-Cap Equity,,,,"52,72 M€",13 oct 2025,"0,20 %",3 mar 2020
iShares MSCI EMU USD Hedged ETF Acc,IE00BWZN1T31,"12,53 US$","0,00 %",Other Equity,—,—,,"244,63 MUS$",13 oct 2025,"0,38 %",30 jun 2015
iShares MSCI Europe Cnsmr Stpls Sec ETF,IE00BMW42074,"5,61 €","0,00 %",Sector Equity Consumer Goods & Services,,,,"589,25 M€",13 oct 2025,"0,18 %",17 nov 2020
iShares MSCI Europe Energy Sector ETF,IE00BMW42637,"10,73 €","0,00 %",Sector Equity Energy,,,,"168,44 M€",13 oct 2025,"0,18 %",18 nov 2020
iShares MSCI Europe ex-UK ETF EUR Dist,IE00B14X4N27,"48,57 €","2,25 %",Europe ex-UK Equity,,,,"1315,15 M€",13 oct 2025,"0,40 %",2 jun 2006
iShares MSCI Europe ex-UK GBPH ETF Dist,IE00BVDPJP67,"GBX816,10","2,19 %",Other Equity,—,—,,"160,68 MGBP",13 oct 2025,"0,40 %",31 mar 2015
iShares MSCI Europe Financials Sec ETF,IE00BMW42306,"13,20 €","0,00 %",Sector Equity Financial Services,,,,"1735,18 M€",13 oct 2025,"0,18 %",18 nov 2020
iShares MSCI Europe Health Care Sec ETF,IE00BMW42181,"6,77 €","0,00 %",Sector Equity Healthcare,,,,"1401,72 M€",13 oct 2025,"0,18 %",17 nov 2020
iShares MSCI Europe Infrmtn Tech Sec ETF,IE00BMW42413,"8,23 €","0,00 %",Sector Equity Technology,,,,"308,79 M€",13 oct 2025,"0,18 %",18 nov 2020
iShares MSCI Europe Mid Cap ETF EUR Acc,IE00BF20LF40,"8,86 €","0,00 %",Europe Mid-Cap Equity,,,,"528,13 M€",13 oct 2025,"0,15 %",22 may 2017
iShares MSCI Europe Scrn ETF EUR Acc,IE00BFNM3D14,"9,48 €","0,00 %",Europe Large-Cap Blend Equity,,,,"4742,20 M€",13 oct 2025,"0,12 %",19 oct 2018
iShares MSCI Europe SRI ETF EUR Acc,IE00B52VJ196,"69,57 €","0,00 %",Europe Large-Cap Blend Equity,,,,"3257,81 M€",13 oct 2025,"0,20 %",25 feb 2011
iShares MSCI Europe SRI ETF EUR H Dist,IE000CR424L6,"5,20 €","2,26 %",Other Equity,—,—,,"3257,81 M€",13 oct 2025,"0,23 %",28 jul 2021
iShares MSCI Eurp Clmt Trnstn AwrETF€Acc,IE000U3XZQN5,"5,37 €","0,00 %",Europe Large-Cap Blend Equity,,—,,"6,43 M€",13 oct 2025,"0,12 %",11 jun 2024
iShares MSCI Eurp Cnsmr Dscrtnry Sec ETF,IE00BMW42298,"6,25 €","0,00 %",Sector Equity Consumer Goods & Services,,,,"379,43 M€",13 oct 2025,"0,18 %",17 nov 2020
iShares MSCI Eurp ESG Enh CTB ETF EURAcc,IE00BHZPJ783,"8,38 €","0,00 %",Europe Large-Cap Blend Equity,,,,"5697,72 M€",13 oct 2025,"0,12 %",16 abr 2019
iShares MSCI Eurp ESG Enh CTB ETFEURDist,IE00BHZPJ676,"7,28 €","2,82 %",Europe Large-Cap Blend Equity,,,,"5697,72 M€",13 oct 2025,"0,12 %",6 mar 2019
iShares MSCI Eurp Indstr Sec ETF EUR Acc,IE00BMW42520,"8,61 €","0,00 %",Sector Equity Industrial Materials,,,,"1012,34 M€",13 oct 2025,"0,18 %",14 may 2021
iShares MSCI Eurp Md-Cp Eq Wgt UCITS ETF,IE00BQN1KC32,"9,90 €","0,00 %",Europe Mid-Cap Equity,,,,"29,79 M€",13 oct 2025,"0,25 %",16 ene 2015
iShares MSCI Eurp Paris-AlgndClmtETF€Acc,IE00BL6K8C82,"6,47 €","0,00 %",Europe Large-Cap Blend Equity,,,,"88,06 M€",13 oct 2025,"0,15 %",27 jul 2021
iShares MSCI EurpQual Div AdvcdETFEURDis,IE00BYYHSM20,"6,39 €","3,02 %",Europe Equity Income,,,,"959,39 M€",13 oct 2025,"0,28 %",12 jun 2017
iShares MSCI France ETF EUR Acc,IE00BP3QZJ36,"60,46 €","0,00 %",France Equity,,,,"205,62 M€",13 oct 2025,"0,25 %",5 sept 2014
iShares MSCI Glb Telecm Svcs ETF USD Acc,IE000E9W0ID3,"6,80 US$","0,00 %",Sector Equity Communications,,—,,"6,78 MUS$",13 oct 2025,"0,35 %",3 abr 2024
iShares MSCI Global Semicondctrs ETF$Acc,IE000I8KRLL9,"10,06 US$","0,00 %",Sector Equity Technology,,,,"1495,77 MUS$",13 oct 2025,"0,35 %",5 ago 2021
iShares MSCI India ETF USD Acc,IE00BZCQB185,"9,56 US$","0,00 %",India Equity,,,,"5421,27 MUS$",13 oct 2025,"0,65 %",25 may 2018
iShares MSCI Japan CHF Hedged ETF Acc,IE00B8J37J31,"107,74 CHF","0,00 %",Other Equity,—,—,,"187,96 MCHF",10 oct 2025,"0,64 %",30 nov 2012
iShares MSCI Japan ESG Enh CTB ETFUSDAcc,IE00BHZPJ452,"8,14 US$","0,00 %",Japan Large-Cap Blend Equity,,,,"1933,58 MUS$",10 oct 2025,"0,15 %",16 abr 2019
iShares MSCI Japan ESG Enh CTBETFEURHAcc,IE0002SCQ8X0,"6,48 €","0,00 %",Other Equity,—,—,,"1669,76 M€",10 oct 2025,"0,18 %",5 ago 2024
iShares MSCI Japan ESG Enh CTBETFUSDDist,IE00BHZPJ346,"7,28 US$","1,60 %",Japan Large-Cap Blend Equity,,,,"1933,58 MUS$",10 oct 2025,"0,15 %",8 mar 2019
iShares MSCI Japan ETF USD Acc,IE00B53QDK08,"236,68 US$","0,00 %",Japan Large-Cap Blend Equity,,,,"1154,85 MUS$",10 oct 2025,"0,12 %",11 ene 2010
iShares MSCI Japan ETF USD Dist,IE00B02KXH56,"20,33 US$","1,73 %",Japan Large-Cap Blend Equity,,,,"1736,73 MUS$",10 oct 2025,"0,12 %",1 oct 2004
iShares MSCI Japan EUR Hedged ETF Acc,IE00B42Z5J44,"109,06 €","0,00 %",Other Equity,—,—,,"892,50 M€",10 oct 2025,"0,64 %",30 sept 2010
iShares MSCI Japan GBP Hedged ETF Acc,IE00B7XYN974,"138,00 GBP","0,00 %",Other Equity,—,—,,"151,08 MGBP",10 oct 2025,"0,64 %",31 jul 2012
iShares MSCI Japan Scrn ETF USD Acc,IE00BFNM3L97,"7,90 US$","0,00 %",Japan Large-Cap Blend Equity,,,,"2204,52 MUS$",10 oct 2025,"0,15 %",19 oct 2018
iShares MSCI Japan Small Cap ETF USD Dis,IE00B2QWDY88,"49,76 US$","1,82 %",Japan Small/Mid-Cap Equity,,,,"472,55 MUS$",10 oct 2025,"0,58 %",9 may 2008
iShares MSCI Japan SRI ETF,IE00BYX8XC17,"7,92 US$","0,00 %",Japan Large-Cap Blend Equity,,,,"661,08 MUS$",10 oct 2025,"0,20 %",2 mar 2017
iShares MSCI Japan SRI ETF EUR H Acc,IE000QWO5FT3,"5,53 €",—,Other Equity,—,—,,"570,88 M€",10 oct 2025,"0,25 %",26 jun 2025
iShares MSCI Japan SRI ETF GBP H Acc,IE0007VCNJW3,"8,47 GBP","0,00 %",Other Equity,—,—,,"496,89 MGBP",10 oct 2025,"0,25 %",28 jun 2022
iShares MSCI Japan USD Hedged ETF Acc,IE00BCLWRG39,"90,94 US$","0,00 %",Other Equity,—,—,,"387,47 MUS$",10 oct 2025,"0,64 %",30 sept 2013
iShares MSCI Jpn Clmt Trnstn Awr ETF$Acc,IE000MW6GT38,"6,14 US$","0,00 %",Japan Large-Cap Blend Equity,,—,,"12,38 MUS$",10 oct 2025,"0,15 %",11 jun 2024
iShares MSCI Korea ETF USD Acc,IE00B5W4TY14,"221,40 US$","0,00 %",Korea Equity,,,,"276,06 MUS$",13 oct 2025,"0,65 %",24 ago 2010
iShares MSCI Korea ETF USD Dist,IE00B0M63391,"57,57 US$","1,04 %",Korea Equity,,,,"391,26 MUS$",13 oct 2025,"0,65 %",18 nov 2005
iShares MSCI Mexico Capped ETF USD Acc,IE00B5WHFQ43,"184,48 US$","0,00 %",Other Equity,—,—,,"107,29 MUS$",13 oct 2025,"0,65 %",25 ago 2010
iShares MSCI North America ETF USD Dist,IE00B14X4M10,"123,02 US$","0,69 %",US Large-Cap Blend Equity,,,,"1275,68 MUS$",13 oct 2025,"0,40 %",2 jun 2006
iShares MSCI Pac ex-Jpn ESGEnhCTBETF$Acc,IE00BMDBMK72,"6,17 US$","0,00 %",Pacific ex-Japan Equity,,,,"75,47 MUS$",13 oct 2025,"0,20 %",8 dic 2021
iShares MSCI Pacific ex-Jpn ETF USD Dist,IE00B4WXJD03,"50,73 US$","2,93 %",Pacific ex-Japan Equity,,,,"233,10 MUS$",13 oct 2025,"0,60 %",17 abr 2009
iShares MSCI Poland ETF USD Acc,IE00B4M7GH52,"28,79 US$","0,00 %",Other Equity,—,—,,"429,91 MUS$",13 oct 2025,"0,74 %",21 ene 2011
iShares MSCI Russia ADR/GDR ETF USD Acc,IE00B5V87390,—,"0,00 %",Other Equity,—,,,"3,22 MUS$",3 may 2022,—,25 ago 2010
iShares MSCI Saudi Arabia Cpd ETF USDAcc,IE00BYYR0489,"6,58 US$","0,00 %",Other Equity,—,—,,"440,87 MUS$",13 oct 2025,"0,60 %",10 abr 2019
iShares MSCI South Africa ETF USD Acc,IE00B52XQP83,"54,15 US$","0,00 %",South Africa Equity,,,,"183,31 MUS$",13 oct 2025,"0,65 %",22 ene 2010
iShares MSCI Taiwan ETF USD Dist,IE00B0M63623,"113,54 US$","1,62 %",Taiwan Large-Cap Equity,,,,"702,38 MUS$",13 oct 2025,"0,74 %",28 oct 2005
iShares MSCI Target UK Rl Est ETF £ Dist,IE00BRHZ0398,—,"7,35 %",Property - Indirect Other,—,,,"142,70 MGBP",13 oct 2025,"0,47 %",16 mar 2015
iShares MSCI Turkey ETF USD Dist,IE00B1FZS574,"18,44 US$","1,66 %",Other Equity,—,,,"114,05 MUS$",13 oct 2025,"0,74 %",3 nov 2006
iShares MSCI UK ETF GBP Acc,IE00B539F030,"173,50 GBP","0,00 %",UK Large-Cap Equity,,,,"103,87 MGBP",13 oct 2025,"0,33 %",12 ene 2010
iShares MSCI UK Small Cap ETF GBP Acc,IE00B3VWLG82,"253,05 GBP","0,00 %",UK Small-Cap Equity,,,,"135,25 MGBP",13 oct 2025,"0,58 %",1 jul 2009
iShares MSCI USA Clmt Trnstn Awr ETF$Acc,IE000MGAVJV3,"6,18 US$","0,00 %",US Large-Cap Blend Equity,,—,,"6,54 MUS$",13 oct 2025,"0,07 %",11 jun 2024
iShares MSCI USA ESG Enh CTB ETF USD Acc,IE00BHZPJ908,"11,96 US$","0,00 %",US Large-Cap Blend Equity,,,,"24,43 mil MUS$",13 oct 2025,"0,07 %",16 abr 2019
iShares MSCI USA ESG Enh CTB ETF USDDist,IE00BHZPJ890,"11,58 US$","0,92 %",US Large-Cap Blend Equity,,,,"24,43 mil MUS$",13 oct 2025,"0,07 %",6 mar 2019
